id,title,authors,publisher,published_date,description,reading_modes,page_count,categories,language,is_ebook,epub_is_available,pdf_is_available,maturity_rating,public_domain,image_links,preview_link
-a-YQwAACAAJ,Spirit Bound,Richelle Mead,Razorbill,2010,"The international number 1 bestselling Vampire Academy series by Richelle Mead is now a major motion picture. Read it before it hits cinemas in 2014! SALVATION HAS ITS PRICE . . . Fall in love with Rose and Dimitri all over again in Spirit Bound, the anticipated fifth novel in Richelle Mead's enthralling Vampire Academy series. After a long and heartbreaking journey to Siberia, Dimitri's birthplace, Rose Hathaway has finally returned to St. Vladimir's - and to her best friend, Lissa Dragomir. It's graduation, and the girls can't wait for their real lives outside the Academy's cold iron gates to finally begin. But even with the intrigue and excitement of court life looming, Rose's heart still aches for Dimitri. He's out there, somewhere. She failed to kill him when she had the chance, and now her worst fears are about to come true. Dimitri has tasted her blood, and she knows in her heart that he is hunting her. And if Rose won't join him, he won't rest until he has silenced her . . . forever. But Rose can't forget what she learned on her journey - whispers of a magic too impossible and terrifying to comprehend. A magic inextricably tied to Lissa that could hold the answer to all of Rose's prayers, but not without devastating consequences. Now Rose will have to decide what - and who - matters most to her. And in the end, is true love really worth the price? penguinteenaustralia.com",,489.0,['Boarding school students'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=-a-YQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=-a-YQwAACAAJ&dq=subject:romance&hl=&cd=39&source=gbs_api
yhNNrgEACAAJ,The Storm Sister,Lucinda Riley,Macmillan,2015-11-05,"Ally D'Apliese is about to compete in one of the world's most perilous yacht races, when she hears the news of her adoptive father's sudden, mysterious death. Rushing back to meet her five sisters at their family home, she discovers that her father - an elusive billionaire affectionately known to his daughters as Pa Salt - has left each of them a tantalising clue to their true heritage. Ally has also recently embarked on a deeply passionate love affair that will change her destiny forever. But with her life now turned upside down, Ally decides to leave the open seas and follow the trail that her father left her, which leads her to the icy beauty of Norway ... There, Ally begins to discover her roots - and how her story is inextricably bound to that of a young unknown singer, Anna Landvik, who lived there over a hundred years before, and sang in the first performance of Grieg's iconic music set to Ibsen's play 'Peer Gynt'. As Ally learns more about Anna, she also begins to question who her father, Pa Salt, really was. And why is the seventh sister missing?",,0.0,['Adopted children'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=yhNNrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=yhNNrgEACAAJ&dq=subject:romance&hl=&cd=40&source=gbs_api
22veSAAACAAJ,Mansfield Park,Jane Austen,Kennebec Large Print Perennial,2010,"A New York Times Bestselling Author -- In Jane Austen's third published novel after Sense and Sensibility and Pride and Prejudice, young Fanny Price is sent to live with her wealthy uncle and aunt, Sir Thomas and Lady Bertram, at Mansfield Park. Raised among her four cousins, Fanny -- the poor relation -- often goes unobserved in the household, making her a unique observer of the ethics, morals, attitudes and behavior of English society.",,661.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=22veSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=22veSAAACAAJ&dq=subject:romance&hl=&cd=41&source=gbs_api
FU5bPgAACAAJ,Emma,Jane Austen,"Atlantic Publishing, Croxley Green",2012-01-01,Classics with legible texts you can actually read at a fantastic price.,,512.0,['England'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=FU5bPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=FU5bPgAACAAJ&dq=subject:romance&hl=&cd=42&source=gbs_api
pM0sDQAAQBAJ,Thus Bad Begins,Javier Marías,Knopf,2016,"**Named a Best Book of the Year by the Boston Globe and Los Angeles Times** From the internationally acclaimed author of The Infatuations comes the mesmerizing story of a couple living in the shadow of a mysterious, unhappy history--a novel about the cruel, tender punishments we exact on those we love. Madrid, 1980. Juan de Vere, nearly finished with his university degree, takes a job as personal assistant to Eduardo Muriel, an eccentric, once-successful film director. Urbane, discreet, irreproachable, Muriel is an irresistible idol to the young man. But Muriel's voluptuous wife, Beatriz, inhabits their home like an unwanted ghost; and on the periphery of their lives is Dr. Jorge Van Vechten, a family friend implicated in unsavory rumors that Muriel now asks Juan to investigate. As Juan draws closer to the truth, he uncovers only more questions. What is at the root of Muriel's hostility toward his wife? How did Beatriz meet Van Vechten? What happened during the war? Marías leads us deep into the intrigues of these characters, through a daring exploration of rancor, suspicion, loyalty, trust, and the infinitely permeable boundaries between the deceptions perpetrated on us by others and those we inflict upon ourselves.",,465.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=pM0sDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=pM0sDQAAQBAJ&dq=subject:romance&hl=&cd=43&source=gbs_api
3T_6_VUzlRMC,September,Rosamunde Pilcher,Macmillan,1991-07-15,""" ... A story of homecomings and heartbreaks, friendships, betrayls, forgiveness, and love.""--Publisher's website.",,626.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=3T_6_VUzlRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=3T_6_VUzlRMC&dq=subject:romance&hl=&cd=44&source=gbs_api
YlqxBgAAQBAJ,Stealing Home,Sherryl Woods,MIRA,2014-11-25,"#1 New York Times bestselling author Sherryl Woods returns readers to her world of strong friendships and heartfelt emotions in this classic Sweet Magnolias novel Maddie Townsend might live in a town called Serenity but there's been nothing calm or peaceful about her life since her marriage broke up. This stay-at-home mom has no job skills, an out-of-control sixteen-year-old son, a talkative fourteen-year-old who's suddenly gone silent, a six-year-old daughter whose heart is broken, an ex-husband whose younger girlfriend is expecting their baby and two best friends who think she's somehow qualified to help them open a fitness spa for women. But if Maddie is a tad on edge with all that on her plate, it's nothing compared to the chaos that ensues when she discovers that her son's baseball coach has feelings for her and the whole town disapproves. Maddie's faced a lot of challenges lately with strength and resolve, but Cal Maddox may turn out to be more than she can handle. Then again, he could just be the one man in all of South Carolina who can help her find serenity.",,376.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=YlqxBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=YlqxBgAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=45&source=gbs_api
UkmyzQEACAAJ,Wuthering Heights,Emily Bront?e,,1997,,,,['England'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=UkmyzQEACAAJ&dq=subject:romance&hl=&cd=46&source=gbs_api
aZA9zgEACAAJ,An Offer from a Gentleman,Julia Quinn,Avon Books,2021-05-25,Synopsis coming soon.......,,480.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=aZA9zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=aZA9zgEACAAJ&dq=subject:romance&hl=&cd=47&source=gbs_api
UcgtbY_Mz6AC,The Cottage,Danielle Steel,Random House Large Print Publishing,2002,"In her fifty-fourth bestselling novel, DANIELLE STEEL weaves a compelling story of fame and friendship, charmed lives and private struggles...and of three very different men whose lives converge and collide atThe Cottage. On a sunny day in Hollywood, a gleaming Rolls-Royce convertible pulls through the gates of the magnificent estate known asThe Cottage. Modeled after the “cottages” of Newport, Rhode Island, the spacious, elegant property, sitting on fourteen acres of lush Bel Air, fits its owner to a T. For the man behind the wheel of the Rolls is Hollywood’s ageless wonder, Cooper Winslow. A star of the silver screen for decades, a man whose allure to women is the stuff of legend, Coop exudes grace, charm, and old-fashioned style. But today Coop Winslow is in for a major surprise. He’s broke. And with no major roles coming his way, Coop is faced with the heartbreaking prospect of selling his beloved home of forty years, or at least renting out the gatehouse and part of the main house. A huge blow to Coop, whose debonair attitude allows him to escape reality much of the time. His new tenants, Mark Friedman and Jimmy O’Connor, are busy coping with problems of their own. Mark’s wife of sixteen years just walked out, and Jimmy recently lost his own wife to a devastating illness. But everything changes when Mark’s teenage son and daughter move in. Suddenly,The Cottageis transformed, with music blasting from every corner, teenagers on skateboards crashing into vintage cars, and a never-ending parade of young starlets streaming in and out to visit Coop. But amid all the noise and the chaos, something unexpected is happening. Three men who never would have met are becoming friends...and each man finds himself changing in surprising ways, Coop most of all. Because beneath the dazzle and flash, the impeccably tailored suits and the sheer bravado, is a man trying to keep control of his carefully ordered world–a world that is becoming more and more unpredictable with each passing day. First, a tabloid scandal erupts, threatening Coop’s budding romance with a wealthy debutante....A stranger approaches Coop with stunning news....A devastating accident almost claims the life of one of the housemates....And in the midst of it all,The Cottagewelcomes a new houseguest with a secret of her own, who will change Coop’s life in unexpected ways. Because among the people who share his cottage and his life, Coop Winslow–loner, bachelor, movie star–may find the rarest of all opportunities: a chance to build a happiness he could never have dreamed of on his own, and to become the kind of human being he has never been. Against a glittering backdrop of celebrity and glamour, DANIELLE STEEL digs deeper to tell a story of friendship and love, tragedy and second chances...of the choices and unexpected turns of fate that can shape characters and lives. From the Hardcover edition.",,502.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=UcgtbY_Mz6AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=UcgtbY_Mz6AC&dq=subject:romance&hl=&cd=48&source=gbs_api
7nHB4OSqfbIC,The Rana Look,Sandra Brown,Bantam,2002,"A New York Times Bestseller Rana Ramsey had a ""look,"" a style that went beyond beauty, that had made her a modeling legend. But when she began to feel like an object, always sought after but not for herself, she ran to a rickety boarding house in a small Texas town, where nobody knew her and she could be somebody else. Then quarterback Trent Gamblin chose to recuperate just down the hall, and Rana learned she couldn't hide from the world forever. Available in Basic 5 and 6.",,232.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=7nHB4OSqfbIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=7nHB4OSqfbIC&dq=subject:romance&hl=&cd=49&source=gbs_api
PvhlAAAAMAAJ,HRH,Danielle Steel,"Random House Digital, Inc.",2006,"After four years of college in America, Princess Christianna is determined not to return to the stiff, formal lifestyle of her father's court and, hoping to make a difference in the world, persuades her father to allow her to volunteer for the Red Cross in East Africa, an experience that will transform her life forever. 800,000 first printing.",,344.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=PvhlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=PvhlAAAAMAAJ&dq=subject:romance&hl=&cd=50&source=gbs_api
dh6-QgAACAAJ,Tara Road,Maeve Binchy,,1999,"Thanks to a chance phone call, Ria from Dublin and Marilyn from New England switch houses for the summer with extraordinary results when they are drawn into lifestyles vastly different than their own.",,502.0,['Detective and mystery stories'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=dh6-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=dh6-QgAACAAJ&dq=subject:romance&hl=&cd=51&source=gbs_api
